,Text,Time_Diff_seconds
1445,"['To see you again after so', 'many years is a blessing.']",4.002
1446,['Your poor hands.'],1.5
1447,['How did you know I was coming?'],1.601
1448,"['Knowledge is my trade, My Lady.']",2.468
1449,"['Did you bring the dagger', 'with you, by any chance?']",2.535
1450,"['My little birds', 'are everywhere...']",2.401
1451,['Even in the north.'],2.235
1452,"['They whisper to me', 'the strangest stories.']",3.536
1453,['Valyrian steel.'],2.068
1454,"['Do you know whose dagger', 'this is?']",2.769
1455,['I must admit I do not.'],2.235
1456,"['Well well, this is an historic day.']",3.869
1457,"[""Something you don't know""]",2.101
1458,['that I do.'],2.468
1459,"[""There's only one dagger like this"", 'in all of the Seven Kingdoms.']",3.87
1460,"[""- It's mine."", '- Yours?']",2.568
1461,"['At least it was, until the tournament', ""on Prince Joffrey's last nameday.""]",4.57
1462,"['I bet on Ser Jaime', 'in the jousting,']",2.835
1463,['as any sane man would.'],1.802
1464,"['When the Knight of the', 'Glowers unseated him,']",2.501
1465,['I lost this dagger.'],2.569
1466,['To whom?'],2.168
1467,['Tyrion Lannister.'],1.868
1468,['The Imp.'],2.168
1469,"['Grenn, show him what', 'you farm boys are made of.']",2.802
1470,"[""- If that were a real sword, you'd be dead.""]",2.968
1471,"['Lord Snow here', 'grew up in a castle']",3.268
1472,"['spitting down', 'on the likes of you.']",2.301
1473,['Pyp.'],2.102
1474,"['Do you think', ""Ned Stark's bastard""]",2.002
1475,['bleeds like the rest of us?'],2.035
1476,['Next!'],1.668
1477,['Next!'],1.6
1478,"['Well, Lord Snow,']",1.701
1479,"[""it appears you're"", 'the least useless person here.']",2.501
1480,['Go clean yourselves up.'],1.434
1481,"[""There's only so much"", 'I can stomach in a day.']",2.903
1482,['A charming man.'],2.969
1483,"[""I don't need him"", 'to be charming.']",2.101
1484,"['I need him to turn this bunch', 'of thieves and runaways']",2.669
1485,"[""into men of the Night's Watch.""]",1.834
1486,"[""And how's that going,"", 'Commander Mormont?']",2.802
1487,['Slowly.'],2.368
1488,['A raven came'],1.634
1489,"[""for Ned Stark's son.""]",1.901
1490,['Good news or bad?'],2.502
1491,['Both.'],1.701
1492,['Lord Stark.'],3.168
1493,['I meant to give you this earlier.'],3.002
1494,['So forgetful these days.'],2.202
1495,"['A raven from Winterfell', 'this morning.']",2.769
1496,['Good news?'],2.268
1497,"[""Perhaps you'd like to"", 'share it with your wife?']",2.602
1498,"['- My wife is in Winterfell.', '- Is she?']",2.602
1499,"['Woman:', ""Yes, I'm looking at you.""]",2.268
1500,"[""I thought that she'd"", 'be safest in here.']",2.001
1501,"['One of several such', 'establishments I own.']",2.901
1502,"[""You're a funny man.""]",1.468
1503,"['Huh?', 'A very funny man.']",2.602
1504,['Ned!'],1.3
1505,"['Ah, the Starks--']",1.801
1506,"['Quick tempers, slow minds.']",3.236
1507,"['You broke my nose, bastard!']",2.702
1508,"[""It's an improvement.""]",2.068
1509,"['If we threw you over the Wall, I wonder', 'how long it would take you to hit.']",3.169
1510,"[""I wonder if they'd find you"", 'before the wolves did.']",2.035
1511,"[""What're you looking at,"", 'Half Man?']",2.101
1512,"[""I'm looking at you.""]",2.535
1513,['Yes.'],2.268
1514,"[""You've got an interesting face.""]",3.068
1515,"['Hmm, very distinctive faces.']",3.203
1516,['All of you.'],1.634
1517,"['And what do you care', 'about our faces?']",2.202
1518,"[""It's just I think"", 'they would look marvelous']",3.202
1519,"['decorating spikes', ""in King's Landing.""]",2.635
1520,"[""Perhaps I'll write my sister,"", 'the Queen, about it.']",3.135
1521,"[""We'll talk later, Lord Snow.""]",2.335
1522,"['Everybody knew', 'what this place was']",2.601
1523,['and no one told me.'],1.968
1524,['No one but you.'],2.402
1525,['My father knew'],1.834
1526,"['and he left me to rot', 'at the Wall all the same.']",2.268
1527,"[""Grenn's father left him too...""]",1.634
1528,"['Outside a farmhouse', 'when he was three.']",3.336
1529,"['Pyp was caught stealing', 'a wheel of cheese.']",3.87
1530,"[""His little sister hadn't"", 'eaten in three days.']",3.403
1531,"['He was given a choice:', 'his right hand or the Wall.']",3.737
1532,"[""I've been asking the Lord"", 'Commander about them.']",2.534
1533,['Fascinating stories.'],1.184
1534,"['They hate me because', ""I'm better than they are.""]",2.203
1535,"[""It's a lucky thing"", 'none of them were trained']",1.511
1536,"['by a master-at-arms', 'like your Ser Rodrik.']",2.535
1537,"[""I don't imagine any of them"", 'have ever held a real sword']",2.835
1538,['before they came here.'],2.102
1539,['Oh...'],1.967
1540,['Your brother Bran.'],3.035
1541,"[""He's woken up.""]",2.301
1542,"['The mere suggestion', ""that the Queen's brother""]",2.101
1543,"['tried to kill your boy', 'would be considered treason.']",2.301
1544,"['We have proof.', 'We have the blade.']",2.235
1545,"['Which Lord Tyrion will say', 'was stolen from him.']",2.134
1546,"['The only man who could say', 'otherwise has no throat,']",2.568
1547,"[""thanks to your boy's wolf.""]",2.234
1548,"['Petyr has promised', 'to help us find the truth.']",2.968
1549,"[""He's like a little brother"", 'to me, Ned.']",1.901
1550,['He would never betray my trust.'],2.234
1551,"[""I'll try to keep you"", 'alive, for her sake.']",2.601
1552,"[""A fool's task, admittedly,""]",1.634
1553,"[""but I've never been able"", 'to refuse your wife anything.']",2.768
1554,"[""I won't forget this.""]",2.134
1555,"[""You're a true friend.""]",2.067
1556,"[""Don't tell anyone."", 'I have a reputation to maintain.']",3.268
1557,"['- How could you be so stupid?', '- Calm down.']",2.502
1558,"[""He's a child--"", '10 years old.']",1.834
1559,"['- What were you thinking?', '- I was thinking of us.']",2.402
1560,"[""You're a bit late to start"", 'complaining about it now.']",2.602
1561,"['- What has the boy told them?', '- Nothing.']",1.868
1562,"[""He's said nothing."", 'He remembers nothing.']",1.968
1563,['Then what are you raving about?'],2.135
1564,['What if it comes back to him?'],1.634
1565,"['If he tells his father', 'what he saw--']",1.801
1566,"[""We'll say he was lying."", ""We'll say he was dreaming.""]",2.435
1567,"[""We'll say whatever we like.""]",1.534
1568,"['I think we can outfox', 'a 10-year-old.']",2.268
1569,"['- And my husband?', ""- I'll go to war with him if I have to.""]",3.235
1570,"['They can write', 'a ballad about us:']",2.769
1571,"['""The War for Cersei\'s Cunt.""']",2.301
1572,"['- Let me go.', '- Never.']",2.002
1573,"['- Let me go.', '- The boy']",2.634
1574,"[""won't talk.""]",2.267
1575,"[""And if he does, I'll kill him.""]",2.001
1576,"['Him, Ned Stark, the King--', 'the whole bloody lot of them,']",3.435
1577,"['until you and I are', 'the only people']",2.835
1578,['left in this world.'],2.201
1579,['I wish I could see the girls.'],2.034
1580,"[""- It's too dangerous."", '- Just for a moment.']",3.235
1581,"['Until we know', 'who our enemies are--']",2.268
1582,"['I know they did it, Ned.', 'The Lannisters.']",2.201
1583,"['In my bones, I know it.']",2.001
1584,"[""Littlefinger's right.""]",2.001
1585,"[""I can't do anything"", 'without proof.']",2.302
1586,['And if you find the proof?'],2.535
1587,['Then I bring it to Robert...'],2.201
1588,"[""And hope he's still"", 'the man I once knew.']",2.769
1589,"['You watch yourself', 'on the road, huh?']",2.001
1590,"['That temper of yours', 'is a dangerous thing.']",3.436
1591,"['My temper?', 'Gods be good,']",2.836
1592,"['you nearly killed poor', 'Littlefinger yesterday.']",2.768
1593,['He still loves you.'],1.701
1594,['Does he?'],3.036
1595,['Off with you.'],1.834
1596,"[""Yes, it's been a long time.""]",3.469
1597,"['But I still remember', 'every face.']",3.735
1598,['You remember your first?'],2.134
1599,"['Of course, Your Grace.']",2.168
1600,['Who was it?'],2.035
1601,['A Tyroshi.'],2.135
1602,"['- Never learned the name.', '- Hmm.']",2.268
1603,"[""How'd you do it?""]",2.302
1604,['Lance through the heart.'],2.067
1605,['Quick one.'],1.835
1606,['Lucky for you.'],2.368
1607,"['Mine was some Tarly boy', 'at the Battle of Summerhall.']",3.871
1608,"['My horse took an arrow', 'so I was on foot,']",2.534
1609,['slogging through the mud.'],2.001
1610,"['He came running at me,', 'this dumb high-born lad,']",5.338
1611,"['thinking he could end', 'the rebellion']",2.169
1612,['with single swing of his sword.'],2.534
1613,"['I knocked him down', 'with the hammer.']",2.001
1614,"['Gods, I was strong then.']",2.368
1615,['Caved in his breastplate.'],2.836
1616,"['Probably shattered', 'every rib he had.']",3.169
1617,"['Stood over him,', 'hammer in the air.']",3.837
1618,"['Right before I brought it down', 'he shouted, ""Wait!']",4.337
1619,"['Wait.""']",3.035
1620,"['They never tell you', 'how they all shit themselves.']",3.703
1621,"[""They don't put that part"", 'in the songs.']",4.536
1622,['Stupid boy.'],2.502
1623,['Now the Tarlys bend the knee'],2.602
1624,['like everyone else.'],2.402
1625,['He could have lingered'],2.135
1626,"['on the edge of the battle', 'with the smart boys']",2.669
1627,"['and today his wife would', 'be making him miserable,']",3.603
1628,"['his sons would be ingrates,']",2.969
1629,"[""and he'd be waking"", 'three times in the night']",3.036
1630,"['to piss into a bowl.', 'Wine!']",2.902
1631,"['Lancel.', 'Gods, what a stupid name.']",4.604
1632,['Lancel Lannister.'],3.603
1633,"['Who named you?', 'Some halfwit with a stutter?']",4.17
1634,['What are you doing?'],2.836
1635,"[""- It's empty, Your Grace."", ""- What do you mean it's empty?""]",2.535
1636,"[""- There's no more wine."", '- Is that what empty means?']",2.835
1637,['So get more.'],2.368
1638,"['Tell your cousin', 'to get in here.']",2.234
1639,['Kingslayer!'],1.401
1640,['Get in here.'],2.035
1641,['Surrounded by Lannisters.'],3.202
1642,"['Every time I close my eyes', 'I see their blond hair']",4.237
1643,"['and their smug,', 'satisfied faces.']",3.269
1644,"['It must wound your pride, huh?']",2.768
1645,"['Standing out there', 'like a glorified sentry.']",2.968
1646,"['Jaime Lannister,', 'son of the mighty Tywin...']",3.87
1647,"['Forced to mind the door', 'while your King']",2.436
1648,"['eats and drinks', 'and shits and fucks.']",2.969
1649,['So come on.'],1.6
1650,"[""We're telling war stories.""]",2.1
1651,"['Who was your first kill,', 'not counting old men?']",3.636
1652,"['One of the outlaws', 'in the Brotherhood.']",2.635
1653,['I was there that day.'],2.568
1654,"['You were only a squire,', '16 years old.']",3.169
1655,"['You killed Simon Toyne', 'with a counter riposte.']",2.902
1656,['Best move I ever saw.'],2.268
1657,"['A good fighter, Toyne,', 'but he lacked stamina.']",4.237
1658,['Your outlaw...'],2.135
1659,['Any last words?'],2.568
1660,"['- I cut his head off, so no.', '- Hmmm.']",2.835
1661,['What about Aerys Targaryen?'],2.936
1662,"['What did the Mad King say when', 'you stabbed him in the back?']",3.936
1663,['I never asked.'],2.068
1664,['Did he call you a traitor?'],3.036
1665,['Did he plead for a reprieve?'],3.17
1666,"['He said the same thing', ""he'd been saying for hours...""]",3.035
1667,"['""Burn them all.""']",2.2
1668,"[""If that's all, Your Grace...""]",1.934
1669,"['Do the Dothraki buy', 'their slaves?']",2.435
1670,"[""The Dothraki don't"", 'believe in money.']",2.135
1671,"['Most of their slaves were', 'given to them as gifts.']",2.301
1672,"['- From whom?', '- If you rule a city']",2.235
1673,"['and you see the horde approaching,', 'you have two choices:']",2.935
1674,['Pay tribute or fight.'],1.834
1675,['An easy choice for most.'],1.7
1676,"['Of course, sometimes', ""it's not enough.""]",3.503
1677,"['Sometimes a Khal feels insulted by', ""the number of slaves he's given.""]",3.436
1678,"['He might think the men too weak', 'or the women too ugly.']",2.568
1679,"['Sometimes a Khal decides his riders', ""haven't had a good fight in months""]",3.536
1680,"['- and need the practice.', '- Kash qoy qoyi thira disse.']",3.303
1681,['Tell them all to stop.'],2.768
1682,"['You want the entire', 'horde to stop?']",2.134
1683,['For how long?'],2.335
1684,['Until I command them otherwise.'],3.035
1685,"[""You're learning"", 'to talk like a Queen.']",2.368
1686,['Not a Queen.'],2.067
1687,['A Khaleesi.'],1.901
1688,['Annakhas dozgosores.'],2.536
1689,['- You dare!'],2.101
1690,"['You give commands to me?', 'To me?']",3.47
1691,"['You do not command the dragon.', 'I am Lord of the Seven Kingdoms.']",3.703
1692,"[""I don't take orders"", 'from savages']",2.369
1693,"['or their sluts.', 'Do you hear me?']",2.501
1694,"['Hash shafka zali nharees,', 'zhey Khaleesi?']",2.502
1695,"['Rakharo ask if you want him dead, Khaleesi.']",2.802
1696,['No.'],1.468
1697,"['Ishish chare acharoe', 'hash me nem éjervae']",2.001
1698,"['- nharesoon.', '- Rakharo say you should take ear,']",3.068
1699,"['- to teach respect.', ""- Please please, don't hurt him.""]",3.669
1700,"[""Tell him I don't want"", 'my brother harmed.']",3.735
1701,"['Khaleesi vos zalo', 'meme nem azisa.']",2.868
1702,['Huh?'],2.401
1703,['- Shafki.'],2.668
1704,"['Mormont!', 'Kill these Dothraki dogs!']",3.704
1705,['I am your King!'],1.868
1706,"['Shall we return', 'to the Khalasar, khaleesi?']",3.069
1707,['Uh uh uh uh uh.'],2.334
1708,['You walk.'],3.103
1709,"['I wanted to be here when you', 'saw it for the first time.']",4.469
1710,"[""- I'm leaving this morning."", ""- You're leaving?""]",3.402
1711,"[""I'm the First Ranger.""]",2.234
1712,['My job is out there.'],2.268
1713,"['- There have been disturbing reports.', '- What kind of reports?']",3.336
1714,"[""The kind I don't"", 'want to believe.']",1.901
1715,"[""I'm ready."", ""I won't let you down.""]",2.502
1716,"[""You're not going.""]",2.535
1717,"[""You're no ranger, Jon.""]",1.768
1718,"[""- But I'm better than every--"", '- Better than no one!']",2.735
1719,['Here...'],1.867
1720,"['A man gets what he earns,']",2.335
1721,['when he earns it.'],2.168
1722,"[""We'll speak when I return.""]",2.234
1723,"[""- A bear's balls."", ""- Oh, you're joking?""]",3.203
1724,"['And his brains and his guts,', 'his lungs and his heart']",3.537
1725,['all fried in his own fat.'],2.502
1726,"[""When you're a hundred miles"", 'north of the Wall']",2.602
1727,"['and you ate your last meal a week ago,', 'you leave nothing for the wolves.']",3.501
1728,"['And how do', ""a bear's balls taste?""]",3.269
1729,['A bit chewy.'],2.301
1730,"['And what about you, My Lord?', ""What's the strangest thing you've eaten?""]",3.536
1731,['Do Dornish girls count?'],2.368
1732,"['So you roam the Seven Kingdoms,']",3.135
1733,"['collaring pickpockets', 'and horse thieves']",2.201
1734,"['and bringing them here', 'as eager recruits?']",2.101
1735,['Aye.'],1.8
1736,"[""But it's not all of 'em's"", 'done bad things.']",3.001
1737,"[""Some of 'em's just poor lads"", 'looking for steady feed.']",3.001
1738,"[""Some of 'em's high-born lads"", 'looking for glory.']",2.701
1739,"['They have a better chance finding feed', 'than glory.']",3.536
1740,"[""The Night's Watch is"", 'a joke to you, is it?']",3.536
1741,"['Is that what we are, Lannister?']",2.536
1742,['An army of jesters in black?'],2.835
1743,"[""You don't have enough men"", 'to be an army']",2.135
1744,"['and aside from Yoren here, none', 'of you are particularly funny.']",3.636
1745,"[""I hope we've provided you"", 'with some good stories to tell']",2.735
